x,y,z
4.58,10.40,8.61
5.16,11.50,10.00
5.97,11.60,6.73
4.37,12.60,8.15
4.98,12.00,8.92
5.77,12.60,5.73
4.68,11.90,7.28
5.58,10.20,6.95
4.68,11.50,8.39
3.88,11.20,8.23
5.83,11.80,8.68
5.20,12.70,8.10
5.06,12.50,7.00
3.85,10.60,6.26
5.30,11.40,7.36
5.15,12.70,8.27
5.99,11.10,9.15
5.85,15.40,8.32
6.32,10.60,9.08
1.16,9.85,9.19
5.32,11.20,11.30
7.57,11.00,6.82
4.22,12.20,6.91
2.79,11.00,8.75
3.61,10.50,6.91
3.35,11.30,11.60
4.42,13.10,5.72
11.50,11.60,10.30
9.38,12.60,4.59
3.13,13.00,8.08
4.59,12.60,7.94
2.31,11.10,10.40
6.67,11.60,7.13
2.89,13.90,11.10
7.90,9.35,5.06
6.76,10.30,6.82
7.83,17.00,5.59
4.39,12.20,7.95
6.55,12.80,9.38
4.79,11.00,5.55
1.64,9.36,12.00
4.67,13.00,9.44
4.58,11.70,8.85
4.69,12.90,5.87
5.55,10.60,7.96
5.50,13.70,7.33
4.00,10.80,6.00
4.52,9.78,11.70
6.18,14.60,5.81
6.61,12.00,5.59
7.79,15.70,5.09
0.91,13.40,8.95
3.12,11.70,8.79
4.92,9.52,8.03
7.10,10.30,9.18
3.42,17.20,8.58
3.64,12.50,9.46
2.68,2.18,3.37
2.29,2.35,4.02
5.04,3.66,1.81
2.42,2.59,3.88
3.53,2.49,3.30
3.64,3.57,3.39
2.27,2.90,2.71
2.06,2.97,2.50
2.67,3.13,2.72
3.60,3.36,2.22
2.21,3.07,3.47
2.82,2.93,2.69
3.20,2.87,2.89
3.16,3.04,2.56
2.73,3.00,3.01
2.01,2.70,3.55
3.57,3.51,2.34
2.60,2.48,4.05
4.30,2.98,2.68
4.25,3.80,1.90
2.67,3.03,2.41
1.73,3.10,2.82
2.80,2.42,3.26
2.77,2.57,2.30
1.89,2.43,3.50
1.40,1.99,3.01
4.30,3.75,1.99
1.54,1.94,4.12
3.07,2.75,3.80
2.16,2.44,4.53
2.64,2.97,2.76
3.46,3.44,2.33
4.22,2.88,3.81
4.34,3.29,2.83
2.48,3.08,3.17
2.29,2.63,2.81
3.80,3.15,3.25
2.71,3.09,3.08
3.41,3.51,3.14
2.85,2.92,3.49
3.10,3.63,1.75
4.36,3.51,2.50
3.74,2.50,3.55
3.22,2.95,3.19
2.39,2.44,3.84
2.56,2.64,3.65
2.84,3.38,3.42
1.98,2.54,4.20
3.51,3.73,2.83
3.16,3.32,2.79
4.07,3.70,1.77
4.01,3.52,2.14
1.88,2.73,2.81
2.28,2.39,3.78
2.92,2.77,4.72
2.28,2.63,3.64
3.25,3.08,2.21
3.64,3.81,2.71
2.73,2.26,3.62
2.76,2.64,3.60
2.91,2.76,3.22
1.99,2.55,3.82
2.71,2.45,3.86
3.11,3.53,2.11
3.18,2.74,3.60
3.66,2.69,3.12
2.62,3.39,2.73
3.89,3.23,1.93
2.88,2.63,2.33
2.25,2.41,3.33
1.29,2.70,3.65
1.55,2.11,3.91
4.83,3.50,2.72
4.04,3.78,2.11
2.50,2.89,3.17
1.24,2.03,4.63
3.00,3.96,2.31
2.76,2.82,2.98
4.20,3.83,2.28
2.01,2.72,3.27
2.74,2.96,3.67
2.95,3.48,2.64
2.20,2.94,3.69
2.28,2.23,2.72
1.80,1.95,3.88
3.47,3.38,2.73
3.55,3.57,2.81
3.66,3.18,2.46
3.41,2.54,3.57
2.48,2.45,3.85
2.09,2.76,2.96
2.43,3.10,3.08
3.12,3.32,1.99
5.36,4.63,2.02
2.90,2.09,3.71
4.29,3.30,2.95
2.93,2.90,2.92
1.85,3.03,2.86
4.00,2.90,3.44
2.38,3.17,2.52
3.60,3.68,2.77
2.72,2.67,2.93
3.40,3.47,2.48
4.29,3.66,2.53
2.88,3.26,2.63
2.09,2.68,4.02
2.19,2.77,4.35
4.44,3.66,2.50
3.07,2.32,3.10
2.86,3.58,2.99
3.00,3.53,3.04
3.71,4.19,1.92
3.54,2.84,3.30
3.93,3.43,2.20
3.37,3.06,1.61
3.15,2.76,3.23
2.17,2.33,2.75
2.79,2.97,3.27
3.90,3.40,3.21
2.05,3.02,3.09
2.73,3.14,1.69
2.82,3.46,3.59
2.17,2.54,3.02
3.18,4.15,1.81
2.58,3.16,2.64
3.22,2.86,2.85
2.54,3.16,2.88
1.79,2.31,3.59
3.05,3.48,2.40
1.97,2.78,4.28
3.30,3.80,2.36
3.58,2.84,4.05
1.94,1.72,3.71
2.16,1.86,3.76
1.81,2.77,3.32
2.32,3.32,3.42
2.62,3.54,2.24
4.31,4.07,2.51
3.64,3.37,2.41
4.61,3.69,1.92
2.41,2.44,3.16
3.32,3.65,2.46
2.00,2.43,3.90
3.02,2.60,2.32
2.86,2.55,3.64
2.44,3.14,2.54
3.36,3.34,2.51
3.61,2.15,2.63
3.46,2.59,2.49
4.46,4.35,1.77
3.99,3.13,2.70
2.38,2.59,3.65
2.37,2.65,3.18
3.64,3.40,3.50
0.97,2.17,3.85
4.45,3.63,2.90
2.65,2.97,2.78
3.87,3.72,2.61
4.03,3.06,2.86
3.72,2.97,3.18
4.74,3.79,2.42
3.31,3.05,3.19
1.89,1.92,3.61
3.87,3.32,2.73
0.89,1.45,4.57
2.63,2.85,3.33
3.10,3.10,2.45
3.18,3.32,2.93
3.79,2.73,3.26
2.60,3.39,3.22
2.97,2.95,3.48
2.53,3.09,2.23
1.53,2.48,3.93
3.43,3.95,2.66
3.09,2.68,4.31
1.73,2.76,2.92
3.72,3.72,2.67
3.88,2.93,2.42
4.19,4.23,1.77
4.23,4.14,1.61
2.87,2.81,3.32
3.60,2.74,2.59
1.71,3.11,3.46
2.64,2.62,3.39
2.74,3.30,2.94
1.83,2.36,3.58
3.51,2.89,2.64
2.88,3.26,2.19
1.94,2.82,3.52
4.76,3.41,2.91
2.25,2.94,3.02
4.15,3.25,2.81
3.59,3.60,1.94
1.54,2.08,4.53
3.58,2.96,2.37
3.30,2.74,3.12
2.25,2.85,3.15
3.06,3.19,1.84
4.45,4.09,2.43
2.31,2.90,3.07
3.00,2.17,3.66
3.16,3.57,3.19
1.87,2.30,3.13
3.23,3.36,3.41
3.36,3.46,2.70
3.44,3.55,3.10
3.26,2.96,3.61
2.08,2.71,2.75
2.35,2.94,3.09
2.17,3.24,3.76
1.71,2.72,3.79
2.79,3.30,3.10
2.36,2.99,2.97
3.28,3.61,2.49
1.93,2.59,2.86
2.92,3.50,3.21
3.29,3.74,2.14
2.17,3.10,2.99
2.21,2.73,3.12
3.36,3.32,3.36
2.80,2.98,2.45
2.73,3.16,3.04
4.45,3.75,2.65
4.18,3.57,2.26
3.52,2.70,2.46
2.91,3.22,2.46
2.95,2.79,2.48
4.33,3.85,2.67
1.45,1.91,3.39
1.56,3.08,3.24
4.52,3.30,3.42
1.83,3.32,3.14
2.27,2.56,3.85
3.90,3.81,1.95
2.63,2.93,3.80
2.80,2.98,1.79
4.07,2.91,3.00
3.29,3.66,1.43
2.38,2.40,3.01
2.90,3.25,2.49
4.68,4.41,2.52
2.37,2.51,3.79
4.15,3.48,2.91
2.88,3.06,3.03
2.50,3.44,3.43
4.15,3.45,2.12
2.95,3.58,2.35
2.36,2.15,3.28
2.84,2.89,3.57
2.49,2.96,3.52
3.06,2.62,3.45
2.25,1.99,3.73
2.48,2.97,3.30
3.25,2.87,3.57
2.68,2.79,2.91
3.60,2.62,3.84
3.39,3.38,2.37
2.09,2.63,3.57
2.21,2.73,3.24
3.15,3.73,2.31
1.02,1.92,4.09
2.86,3.48,2.89
3.37,3.49,2.57
3.54,3.16,2.98
3.26,3.13,3.01
1.69,3.09,3.44
3.10,3.85,2.08
2.08,2.26,4.29
3.96,3.39,2.25
2.56,2.50,2.94
2.32,3.01,1.98
2.90,2.73,3.70
2.21,2.48,2.91
1.03,2.13,4.03
3.05,3.72,2.21
2.53,2.60,3.12
3.43,2.36,3.89
2.15,3.24,2.71
3.42,2.68,2.96
3.89,3.08,2.25
3.62,3.59,2.56
2.60,2.66,2.81
3.29,3.75,2.46
1.64,2.43,3.42
3.20,2.90,3.50
3.43,3.33,3.53
3.20,3.01,2.13
3.06,2.97,3.13
4.35,3.58,3.23
2.46,2.99,3.34
3.21,2.88,2.65
2.89,2.17,2.96
2.15,2.77,3.67
2.19,2.39,2.85
3.63,2.60,2.88
3.15,2.96,2.45
1.62,2.25,3.01
2.03,2.97,2.85
2.71,2.61,3.38
5.02,3.74,1.70
3.94,3.46,2.64
1.29,2.39,3.95
4.38,4.06,2.03
3.15,3.36,2.72
3.36,3.25,2.40
2.28,2.76,2.96
3.36,3.08,2.87
3.77,3.84,1.88
2.79,2.89,2.44
3.94,3.67,2.74
3.98,2.99,2.87
2.88,3.16,2.95
2.28,2.50,3.82
2.70,2.20,3.21
3.56,3.99,1.82
2.44,2.99,3.12
2.04,2.93,2.84
2.76,3.27,3.29
2.46,1.90,4.08
3.76,3.25,2.80
2.99,3.12,2.99
3.01,2.06,3.96
2.98,2.80,3.77
1.58,2.74,4.07
4.27,3.54,2.47
2.88,3.65,2.87
3.27,2.79,2.88
2.98,3.57,2.84
2.59,2.75,3.49
3.09,2.43,2.90
2.72,2.80,2.40
3.31,2.65,3.13
1.90,2.94,3.31
3.13,3.25,2.72
2.60,2.91,3.80
3.70,3.13,2.30
3.28,2.84,3.07
4.22,3.54,2.22
4.02,3.81,2.25
1.39,1.74,3.86
2.28,2.57,3.73
3.35,3.56,1.77
3.26,2.53,4.06
3.00,3.17,3.12
3.24,2.79,3.52
2.10,3.09,2.92
3.17,2.35,3.28
3.86,3.77,2.77
2.68,2.44,3.16
2.64,2.62,3.16
2.92,2.56,3.77
2.46,2.51,4.09
4.03,2.90,3.18
2.16,2.73,2.55
1.97,2.55,3.64
2.48,2.58,3.16
3.10,3.60,2.88
2.75,3.14,2.43
4.07,3.00,2.76
3.49,3.19,2.84
1.99,3.05,3.69
3.31,2.86,2.59
1.77,2.75,3.03
4.45,3.92,2.36
3.55,3.51,3.29
1.73,2.47,4.75
3.47,3.69,2.11
1.55,2.37,3.78
2.21,3.43,2.77
3.80,3.31,2.84
2.45,3.05,3.49
2.56,3.23,3.08
3.53,3.31,2.87
2.85,3.26,3.14
3.14,3.39,2.98
3.34,3.53,2.68
3.61,3.46,2.49
2.98,3.52,1.99
4.21,3.64,2.62
2.71,2.79,3.58
1.46,2.06,3.99
4.46,3.59,3.03
2.53,2.89,3.45
2.66,2.78,3.74
1.93,2.64,3.74
3.36,3.04,2.40
3.82,3.04,3.07
3.05,3.37,3.08
2.61,3.31,2.58
3.11,2.59,3.29
2.40,2.54,3.72
2.81,2.81,3.21
3.07,2.89,3.46
3.60,3.55,1.26
2.31,2.92,3.39
2.56,2.13,3.48
4.16,3.46,2.73
4.51,3.70,2.29
3.06,2.48,3.21
3.96,3.89,2.76
1.44,2.54,3.21
3.38,3.17,1.80
2.68,2.59,3.86
3.12,3.10,3.27
2.22,2.77,3.29
1.90,2.18,4.37
2.32,3.01,2.74
3.23,3.38,1.84
2.07,2.52,3.66
1.49,2.56,4.43
1.59,2.49,3.59
2.91,3.19,2.56
3.19,3.00,2.98
2.05,2.56,4.25
5.22,3.73,2.75
2.64,3.01,2.36
3.09,3.06,3.12
2.15,2.65,3.97
2.91,3.13,3.36
2.25,2.79,3.48
1.18,2.67,3.93
2.35,3.29,2.93
2.55,2.41,3.45
3.48,2.94,3.58
4.20,3.17,2.76
3.25,3.04,2.66
3.44,3.14,2.81
3.14,2.77,3.38
2.73,2.89,3.36
2.63,2.97,2.15
3.07,3.19,2.51
2.72,2.34,3.01
2.59,2.79,3.60
3.97,3.36,2.60
3.20,3.31,3.13
3.99,3.82,2.21
4.30,2.66,3.15
2.45,3.40,2.08
3.36,3.06,2.82
4.14,3.65,1.52
1.97,2.21,3.60
1.87,2.44,4.09
2.90,2.95,2.91
2.15,1.93,4.31
2.48,3.05,3.40
3.14,3.22,2.47
2.04,2.57,2.93
2.80,3.35,3.98
3.42,3.02,3.20
3.36,2.69,2.62
2.37,2.79,3.54
1.65,2.79,4.15
3.12,3.32,2.12
3.18,3.13,3.22
3.86,3.51,1.89
3.04,2.77,3.56
1.89,2.85,3.82
4.03,2.83,3.12
2.76,2.72,3.35
3.67,3.05,1.92
4.24,2.54,3.22
4.41,3.50,2.30
3.30,3.73,2.89
3.52,3.85,1.81
3.33,3.45,2.06
3.21,3.31,3.37
3.62,3.34,3.04
3.07,2.96,2.84
3.83,3.37,2.35
3.15,3.59,2.80
3.95,3.86,1.41
1.39,2.84,3.44
3.60,3.17,2.45
4.14,4.09,2.61
1.23,2.45,3.45
2.83,2.70,3.12
3.71,3.45,2.23
1.69,2.45,3.61
3.04,3.06,2.41
2.47,2.28,3.35
3.75,3.62,2.27
2.54,2.89,3.17
3.92,3.64,3.78
2.65,3.11,3.58
2.07,2.41,3.24
2.22,2.18,3.26
3.21,3.38,2.60
2.19,2.42,3.62
4.45,3.76,2.11
4.67,3.35,2.60
3.12,3.41,2.76
4.53,3.66,2.14
1.79,2.59,4.08
1.58,2.30,3.92
2.82,3.93,1.97
4.53,3.73,2.68
4.89,3.40,2.99
4.52,2.86,3.04
2.37,2.64,2.85
2.95,3.14,3.22
2.71,3.37,2.87
3.45,3.00,2.25
2.85,2.84,3.84
3.30,3.27,2.28
2.08,2.39,3.85
3.00,3.01,3.06
3.41,3.73,3.73
4.57,3.51,3.02
2.52,1.89,4.34
2.96,2.47,2.84
3.24,3.35,2.79
3.01,3.16,3.29
3.92,2.89,2.91
3.35,3.65,2.81
3.49,3.74,3.02
3.67,3.21,3.11
1.34,1.84,3.47
3.27,3.57,2.87
4.74,3.23,3.73
2.27,3.01,3.19
2.95,2.77,2.76
2.89,3.74,1.76
3.79,3.65,1.90
3.03,3.75,2.19
3.34,3.28,3.65
2.60,3.31,2.94
2.71,2.71,2.56
1.39,2.45,3.98
4.13,3.13,2.94
2.45,2.77,2.78
3.07,3.09,3.11
3.16,2.86,2.43
1.77,3.09,3.66
2.86,3.07,2.38
4.35,3.10,3.24
3.13,2.95,2.93
1.56,2.51,4.10
3.93,3.23,2.90
3.60,3.44,2.15
2.73,3.50,2.17
2.24,2.37,3.47
3.77,3.42,2.59
3.40,2.91,3.29
3.03,4.19,3.07
2.81,2.78,3.05
2.83,2.50,3.44
2.07,2.56,3.38
1.81,1.81,4.14
4.41,3.57,3.23
3.49,4.03,3.21
4.36,3.96,2.72
3.00,3.19,3.21
1.91,3.26,3.22
3.76,3.07,3.49
2.19,2.68,3.60
2.22,2.12,3.45
2.38,2.94,3.53
3.10,3.02,3.84
2.21,2.42,3.64
3.39,3.48,2.18
3.62,3.98,1.90
3.86,3.05,2.08
1.79,2.55,3.50
2.80,3.28,2.31
2.49,3.43,2.80
3.56,2.82,3.39
4.45,3.98,1.98
3.92,2.68,2.75
2.75,2.91,4.05
2.65,2.87,3.62
3.18,3.30,2.51
2.20,2.09,3.11
2.87,2.72,3.94
3.27,3.69,2.29
2.78,2.78,2.88
4.21,3.76,3.01
3.61,3.68,2.93
2.42,2.10,3.69
3.05,3.00,3.57
2.72,3.00,3.32
3.57,2.73,3.42
2.05,2.16,3.71
2.25,1.91,4.07
3.01,3.47,2.55
2.27,2.40,3.37
4.20,4.38,1.69
3.33,2.88,2.06
2.32,2.52,3.14
2.97,2.81,2.94
2.03,2.12,4.68
2.89,3.17,3.05
2.69,3.36,2.82
3.66,2.81,2.96
1.41,2.33,3.93
3.19,3.86,2.14
3.37,3.69,3.04
1.21,2.33,4.27
2.99,2.72,2.98
4.37,2.68,4.12
2.63,2.18,3.31
3.36,3.63,1.64
3.60,3.39,3.03
2.42,3.32,2.67
2.24,2.59,3.45
1.78,1.50,4.69
3.80,3.26,3.09
2.08,2.44,3.71
2.75,2.09,4.24
2.07,2.08,4.38
1.61,2.93,3.42
1.20,1.81,4.65
2.13,2.67,3.06
3.33,2.44,3.38
3.01,2.91,3.18
3.01,3.09,2.36
2.45,2.76,2.92
3.40,3.70,1.87
1.82,2.58,3.56
1.92,2.56,3.95
1.69,2.86,3.39
2.54,2.79,3.19
2.71,3.27,2.99
2.02,2.31,4.23
2.82,2.69,3.04
3.25,3.20,3.44
1.80,2.74,2.99
2.42,3.16,2.21
1.94,2.81,3.29
2.10,2.34,3.47
3.26,3.04,2.28
0.62,1.75,5.17
1.90,2.47,3.98
2.56,2.00,3.47
1.89,2.54,3.53
1.90,2.92,2.64
2.79,2.84,3.62
3.48,2.78,3.51
4.11,2.85,2.88
2.36,2.86,2.83
3.82,2.98,3.36
1.66,2.88,4.08
3.44,2.76,3.21
3.54,3.57,2.14
2.47,2.71,3.57
2.17,2.56,3.41
2.94,2.66,3.16
4.21,3.40,2.62
2.97,2.99,3.98
3.70,2.61,2.62
4.17,3.14,2.72
3.05,2.91,3.07
2.17,2.02,4.30
2.57,2.56,2.83
2.01,2.10,3.28
3.14,3.43,2.52
3.17,3.29,2.89
3.81,3.60,2.82
1.57,2.36,3.46
3.35,3.79,3.20
1.54,1.82,4.31
2.58,3.02,3.07
3.28,3.23,3.21
2.76,2.68,2.85
2.61,2.84,2.89
2.44,3.09,2.59
2.69,2.63,3.52
1.24,2.23,3.67
2.55,2.39,3.14
3.69,3.79,1.96
2.63,3.05,2.30
2.76,2.94,2.34
3.86,3.39,3.64
1.52,2.40,2.30
3.15,3.00,2.75
3.28,2.72,3.62
4.03,4.59,1.77
3.33,3.94,1.92
2.31,2.45,3.68
3.05,3.08,2.83
0.85,2.16,3.93
4.02,3.02,3.31
3.64,3.45,3.08
3.12,3.86,2.63
2.21,2.58,3.26
2.96,2.81,2.80
2.33,2.72,3.31
4.01,2.99,2.46
3.36,3.36,2.90
3.54,3.58,2.12
3.21,3.04,3.16
3.42,2.80,2.96
1.97,2.23,2.90
2.13,2.37,2.97
4.01,3.08,2.93
3.62,3.38,2.26
3.72,2.56,3.41
3.78,3.47,2.26
2.64,2.98,3.19
3.17,3.49,2.67
2.73,3.06,3.67
1.78,2.34,4.03
2.41,3.29,3.35
3.20,3.37,2.82
2.18,2.45,3.99
3.69,2.89,2.80
1.66,2.42,3.26
3.88,3.11,3.32
3.80,3.83,2.73
2.26,2.95,2.82
3.90,3.55,3.29
3.76,3.11,2.13
2.92,2.56,2.95
4.93,3.83,1.63
3.13,3.19,3.11
3.89,3.19,1.82
3.44,3.27,3.55
2.30,2.78,3.36
3.57,3.48,2.51
2.43,2.55,3.89
2.21,2.75,3.45
2.86,3.22,3.03
3.72,3.87,3.03
2.53,2.36,3.27
3.96,3.28,2.46
3.20,2.42,3.15
1.81,2.44,4.10
3.07,2.95,3.03
4.25,3.58,1.59
2.10,2.75,3.92
1.91,2.36,4.17
3.03,2.57,3.07
2.63,2.21,3.05
3.51,3.35,2.93
3.28,2.55,3.60
2.48,3.47,2.26
2.41,3.23,2.64
4.72,3.67,2.37
3.27,2.59,2.76
2.99,3.66,2.46
2.01,2.40,3.30
4.01,3.13,2.41
4.27,4.00,3.05
2.75,3.30,3.15
3.47,3.64,2.68
3.55,3.57,3.07
3.94,2.76,3.12
2.94,3.44,3.12
3.98,3.83,1.99
1.94,2.77,3.23
2.72,2.52,3.74
3.14,3.18,2.64
3.07,3.12,2.40
4.22,3.02,2.60
3.73,3.04,2.85
4.76,3.39,3.05
3.65,3.19,2.49
1.70,2.27,3.18
4.79,3.80,2.03
1.73,2.52,3.10
0.87,1.81,4.03
2.32,2.51,3.22
2.86,2.56,3.47
3.56,3.51,2.37
2.98,2.94,2.87
3.38,2.21,3.82
3.03,2.50,3.24
3.20,3.15,2.92
3.41,3.21,2.85
2.29,2.70,3.45
3.12,2.75,3.53
2.42,2.40,3.66
1.75,2.76,3.70
3.37,2.78,3.29
2.62,2.73,3.32
3.24,3.26,3.12
3.57,3.52,2.70
2.52,2.97,3.15
3.38,3.26,2.44
2.87,2.96,3.30
5.30,4.52,1.72
3.12,3.65,3.13
2.95,3.09,3.23
0.31,1.93,3.93
2.98,3.74,2.86
2.63,2.91,4.43
3.01,3.30,2.57
2.73,3.39,2.43
3.17,2.73,2.76
3.07,3.66,2.39
2.13,2.91,3.02
2.84,3.10,2.35
2.42,2.76,3.13
2.90,2.74,2.77
2.05,2.97,3.43
2.44,2.88,3.30
3.17,2.27,3.35
3.60,3.56,1.89
3.79,3.02,4.00
3.05,2.99,3.20
3.02,3.34,2.05
3.42,3.33,3.29
2.76,2.77,3.22
3.81,4.39,2.56
3.81,3.22,3.17
3.33,2.67,3.80
2.99,2.95,2.66
3.09,2.79,2.83
2.83,2.54,3.79
2.64,2.88,3.76
4.87,3.28,3.21
2.73,3.86,2.79
3.20,3.58,3.15
3.90,4.06,1.13
3.12,2.60,3.71
3.37,2.82,3.34
1.02,1.61,4.02
1.51,2.55,2.98
3.65,3.15,2.33
2.78,2.68,2.94
3.12,3.40,2.68
2.53,2.33,3.67
2.04,2.79,2.54
2.54,2.73,3.80
3.01,2.69,3.84
0.36,1.56,5.55
3.14,2.56,3.27
3.27,3.54,2.67
2.37,3.06,2.36
3.51,2.85,3.24
2.97,3.35,2.83
2.60,3.29,2.20
2.13,3.05,2.20
2.63,2.91,3.14
2.65,3.53,1.67
3.25,3.10,3.21
3.66,3.14,2.47
2.92,2.34,2.77
2.97,3.73,2.49
4.12,3.92,1.78
2.82,3.01,2.97
3.33,3.30,3.06
3.00,2.50,3.58
2.31,2.72,3.22
4.08,3.65,2.26
2.43,3.14,2.21
1.54,2.29,3.50
3.39,2.70,3.69
3.76,2.70,2.87
3.68,3.60,1.93
3.88,2.78,2.69
2.82,2.72,3.66
1.77,2.77,2.99
2.12,2.78,3.69
2.68,2.58,3.57
2.07,2.79,2.88
3.16,2.84,3.41
4.48,3.67,3.02
1.95,2.37,3.86
3.95,3.60,3.02
3.24,3.13,2.28
3.96,2.98,2.80
1.98,2.59,3.36
2.87,3.20,2.34
4.39,3.49,2.53
2.81,3.58,2.64
2.77,2.82,3.08
2.78,3.17,2.92
2.28,3.24,3.05
3.26,3.58,2.89
2.93,2.77,3.49
1.91,2.63,3.24
4.31,4.04,1.56
1.89,3.58,2.02
2.80,2.58,4.02
2.98,2.50,3.30
2.95,2.71,3.21
2.99,2.96,2.47
2.31,3.08,3.23
1.87,2.04,3.96
3.88,3.12,2.86
1.84,2.61,3.54
3.02,2.94,3.62
3.18,2.85,3.06
2.92,2.88,3.34
2.02,2.74,2.66
2.57,2.51,3.47
4.41,3.53,2.82
4.17,3.17,2.51
2.49,2.82,3.33
4.50,3.28,2.83
3.26,2.94,2.70
3.28,3.12,2.87
2.61,3.35,2.47
1.71,2.29,2.87
3.49,3.18,2.95
1.39,1.94,2.97
3.43,3.84,2.51
3.05,3.17,2.67
3.06,3.18,2.88
3.35,2.97,2.84
2.78,3.48,3.52
2.68,2.78,3.43
3.02,3.15,2.96
2.47,3.02,3.17
3.28,3.44,1.91
3.08,3.36,3.47
4.94,3.23,2.20
3.63,2.91,3.26
2.51,3.10,3.63
4.13,3.36,3.82
2.04,3.04,2.33
2.41,3.15,3.32
4.55,3.68,2.87
4.52,3.22,1.53
2.27,2.58,4.16
2.65,2.73,3.53
2.36,2.76,3.02
2.16,1.90,3.81
3.68,4.03,0.93
2.39,2.35,3.74
4.17,3.24,3.13
3.11,2.85,3.13
2.03,2.44,3.22
3.55,3.63,2.80
2.18,2.87,3.02
3.09,2.45,2.29
2.46,2.94,3.79
2.75,3.24,3.55
1.42,2.53,3.54
3.02,2.83,2.91
2.57,3.20,2.50
2.54,2.72,3.22
2.99,3.22,1.88
2.94,3.50,3.00
2.97,3.24,2.80
4.82,3.75,2.55
3.19,3.18,2.86
2.42,3.31,2.27
2.27,2.98,3.12
2.65,2.56,3.18
3.50,3.72,2.17
2.46,2.15,4.69
2.70,2.45,3.08
2.87,3.18,2.42
2.74,3.12,2.81
2.85,2.87,2.58
2.65,2.61,3.24
3.03,2.73,2.65
1.87,1.98,3.37
2.88,2.95,2.53
1.93,2.49,3.88
2.95,2.64,4.15
3.16,2.58,3.74
2.00,3.23,2.66
3.45,2.54,3.19
4.62,3.48,3.08
2.26,2.30,3.75
3.24,3.61,2.48
2.07,2.47,3.82
3.11,2.85,2.82
4.20,3.14,2.69
4.40,3.25,2.39
4.43,3.43,2.44
2.74,2.91,3.55
2.00,2.22,4.48
2.71,2.85,3.20
2.72,3.22,3.04
2.93,2.98,2.95
2.56,3.02,3.64
3.83,3.36,2.54
3.15,2.80,4.01
1.31,1.92,4.34
3.92,3.28,2.58
3.13,3.49,3.18
2.99,2.75,3.48
3.27,2.88,2.61
2.66,2.21,3.60
2.84,2.93,3.21
2.93,3.67,2.99
2.24,2.55,3.70
2.05,1.87,4.26
3.17,2.93,2.14
4.63,3.94,2.61
2.03,2.59,3.30
3.76,3.24,3.11
3.48,3.15,3.02
2.84,2.60,2.84
2.73,3.19,1.88
2.68,2.74,3.43
3.60,2.97,2.78
3.45,2.65,2.78
3.24,2.99,2.97
3.15,3.12,2.68
1.99,2.18,4.05
2.48,3.09,2.67
3.34,3.36,2.85
3.25,3.64,2.15
3.17,3.61,2.82
2.40,2.45,3.20
2.79,2.93,2.55
4.14,-0.73,2.47
6.78,3.90,1.50
5.55,2.21,6.02
2.54,-0.35,3.56
-1.68,2.53,1.08
2.47,0.82,3.24
3.63,7.76,2.66
2.26,0.81,1.95
3.35,3.22,-1.30
-0.12,4.06,2.28
1.18,2.66,3.44
2.18,2.79,1.43
5.80,4.50,2.46
3.07,5.10,4.38
5.26,2.30,2.92
3.34,3.58,3.35
0.58,3.11,2.30
1.70,5.54,4.93
2.33,1.22,3.49
1.00,2.42,4.72
5.81,2.26,5.29
5.72,5.36,-1.47
4.16,-0.35,1.82
2.01,3.78,3.12
2.40,3.32,2.81
5.09,-0.59,3.42
3.74,5.75,3.96
5.38,-2.76,5.73
0.99,6.71,2.76
0.24,0.40,3.01
2.48,1.51,3.03
0.96,3.53,3.60
6.98,7.41,4.76
4.01,3.85,2.96
5.36,4.80,0.13
3.44,5.87,4.08
0.83,-0.53,1.45
6.75,-0.02,3.48
2.19,2.85,2.45
0.61,1.57,-0.12
8.57,10.50,3.67
6.57,9.25,5.59
9.12,8.48,7.07
7.04,9.18,5.92
7.52,8.22,7.67
7.83,9.08,5.49
9.18,9.30,5.66
7.18,9.60,4.68
7.07,8.67,7.45
8.01,9.09,5.71
8.56,9.56,5.08
7.38,8.99,5.97
8.78,9.20,6.24
8.46,8.78,6.47
7.87,8.78,6.27
7.46,8.67,6.87
7.22,8.78,6.39
8.71,9.41,5.11
6.46,8.51,6.78
7.37,8.51,7.30
6.85,9.07,5.67
8.66,9.32,5.29
7.60,8.36,6.88
7.70,9.24,5.99
7.54,9.01,6.00
9.14,9.52,5.53
7.94,9.40,5.04
9.68,9.14,5.75
8.10,8.39,7.07
7.74,8.56,6.54
7.79,8.91,6.02
7.30,8.32,7.66
9.48,10.00,3.77
8.15,8.98,6.35
8.11,8.39,6.74
8.06,8.58,7.02
7.84,9.05,5.81
8.21,8.95,6.48
8.04,8.29,7.67
7.85,8.26,7.70
9.37,8.76,6.32
6.51,8.28,7.31
7.93,9.09,6.11
7.55,8.57,6.70
7.48,8.67,6.71
7.07,9.25,4.78
6.65,8.20,6.70
6.34,7.77,8.59
7.62,9.30,5.38
7.55,9.22,5.79
7.09,8.15,7.53
9.09,9.22,5.89
8.32,8.95,6.45
7.81,8.77,6.87
7.67,9.12,5.65
8.77,8.39,6.79
7.95,8.98,6.49
7.19,8.18,7.70
7.31,8.50,6.74
8.40,7.84,8.57
7.59,8.78,6.20
8.75,8.79,6.41
7.96,8.98,6.42
7.13,9.17,5.36
7.17,8.76,6.33
6.69,7.64,8.24
8.53,8.97,6.36
8.34,9.13,6.12
