x,y,z,LABELS,IS OUTLIER
4.23,11.2,9.69,7,0
5.44,13.5,8.54,7,0
4.75,12.3,6.66,7,0
4.01,12.5,8.8,7,0
4.4,12.7,7.38,7,0
5.19,10.8,6.68,7,0
4.1,10.8,9.42,7,0
5.32,12.7,7.48,7,0
5.45,12.6,9.11,7,0
4.68,12.5,9.61,7,0
5.01,11.7,7.48,7,0
4.36,12.5,8.68,7,0
5.07,12.1,9.32,7,0
5.39,12.6,8.66,7,0
4.18,11.9,6.52,7,0
5.37,12.9,8.94,7,0
5.99,11.6,7.03,7,0
6.09,11.0,6.87,7,0
5.16,12.2,8.99,7,0
5.4,11.0,8.66,7,0
4.54,11.6,10.5,7,0
4.57,12.4,8.45,7,0
5.45,11.3,7.14,7,0
5.14,12.8,7.79,7,0
3.89,11.5,8.63,7,0
5.56,11.7,8.65,7,0
4.48,11.5,6.93,7,0
5.1,11.0,9.33,7,0
5.19,11.3,8.4,7,0
4.74,11.7,8.66,7,0
4.28,11.0,8.93,7,0
5.51,13.8,8.93,7,0
4.49,13.9,8.7,7,0
5.92,11.3,8.94,7,0
4.68,12.0,8.01,7,0
4.54,11.5,7.55,7,0
4.59,11.1,7.38,7,0
4.52,10.5,9.2,7,0
4.29,12.9,8.35,7,0
5.95,12.2,7.95,7,0
4.77,11.9,9.09,7,0
3.87,12.2,7.88,7,0
4.37,10.8,8.86,7,0
5.85,10.9,8.48,7,0
4.4,11.7,8.55,7,0
6.19,12.7,8.67,7,0
4.57,11.3,8.03,7,0
4.46,11.8,8.0,7,0
5.21,11.7,8.25,7,0
4.59,10.7,8.33,7,0
4.58,12.2,9.57,7,0
5.59,12.7,7.37,7,0
5.32,12.2,7.85,7,0
4.37,11.5,7.69,7,0
5.22,11.8,8.79,7,0
5.42,12.8,8.06,7,0
4.59,11.5,8.78,7,0
5.55,11.8,9.39,7,0
5.56,11.5,7.3,7,0
4.74,9.91,8.45,7,0
4.93,11.7,8.01,7,0
5.25,12.3,8.39,7,0
5.8,11.5,8.37,7,0
5.05,12.1,8.36,7,0
4.24,12.5,7.22,7,0
4.02,12.4,8.02,7,0
4.91,11.0,7.66,7,0
5.59,11.0,7.6,7,0
5.36,13.2,7.52,7,0
4.63,10.7,6.84,7,0
5.62,12.3,9.65,7,0
5.73,11.6,6.83,7,0
5.85,10.6,9.87,0,0
4.88,12.8,8.88,7,0
3.95,11.1,6.74,7,0
4.68,12.6,8.67,7,0
4.76,13.2,8.4,7,0
5.74,11.6,8.68,7,0
4.28,12.4,6.81,7,0
5.53,12.4,9.03,7,0
4.86,10.8,9.76,7,0
4.2,10.8,6.74,7,0
5.41,12.0,9.32,7,0
5.91,13.7,7.79,7,0
5.72,11.4,8.42,7,0
5.68,11.6,8.71,7,0
4.47,11.2,8.25,7,0
5.24,12.6,7.2,7,0
4.11,10.3,6.84,7,0
4.77,11.7,6.44,7,0
5.41,11.7,7.18,7,0
4.51,11.9,7.04,7,0
4.99,10.3,6.07,7,0
4.5,12.4,8.76,7,0
5.09,11.6,7.36,7,0
4.89,13.4,7.08,7,0
4.92,12.6,8.52,7,0
4.89,12.8,7.97,7,0
4.78,12.1,9.18,7,0
4.33,12.1,7.07,7,0
5.68,12.7,8.49,7,0
4.79,12.0,10.5,7,0
4.82,13.8,6.86,7,0
5.11,12.5,7.0,7,0
5.69,12.4,8.5,7,0
5.43,12.6,8.34,7,0
5.45,11.6,9.8,7,0
4.6,11.7,6.74,7,0
5.06,13.6,7.33,7,0
5.62,12.5,8.31,7,0
5.27,11.7,9.61,7,0
5.38,11.9,9.16,7,0
4.83,12.3,6.48,7,0
4.56,11.8,8.12,7,0
4.07,11.3,7.24,7,0
5.76,11.2,7.13,7,0
5.98,12.0,8.64,7,0
4.89,12.0,8.44,7,0
4.66,11.8,7.84,7,0
5.1,13.4,7.42,7,0
4.96,10.8,10.4,7,0
4.65,12.0,8.65,7,0
5.02,12.2,7.98,7,0
5.19,12.2,8.97,7,0
5.58,11.9,8.13,7,0
4.47,13.0,6.98,7,0
5.0,12.3,5.85,7,0
5.48,12.8,7.56,7,0
4.4,12.4,8.05,7,0
5.11,12.7,6.96,7,0
5.18,13.0,9.71,7,0
4.83,12.2,7.77,7,0
4.91,12.1,6.89,7,0
5.1,12.3,8.22,7,0
4.86,12.2,7.58,7,0
3.51,11.6,9.09,7,0
5.07,11.2,8.48,7,0
5.5,11.7,7.49,7,0
5.05,11.3,9.03,7,0
4.76,10.8,9.18,7,0
5.78,13.0,8.82,7,0
5.29,12.5,9.99,7,0
5.29,10.8,7.98,7,0
3.43,12.2,8.71,7,0
4.62,11.8,7.89,7,0
5.1,12.2,8.48,7,0
5.59,13.1,6.66,7,0
4.28,11.1,8.28,7,0
4.86,11.3,8.74,7,0
5.54,11.4,7.64,7,0
5.35,13.2,8.44,7,0
4.54,12.9,8.37,7,0
5.18,11.4,9.19,7,0
5.41,11.9,9.81,7,0
3.97,12.0,8.4,7,0
5.5,12.1,7.15,7,0
5.88,12.6,8.52,7,0
5.17,11.8,8.4,7,0
5.48,11.1,8.75,7,0
5.62,12.3,8.83,7,0
5.72,12.7,9.05,7,0
5.22,11.4,6.72,7,0
4.35,12.2,7.81,7,0
5.39,12.1,8.67,7,0
4.58,10.4,8.61,7,0
5.16,11.5,10.0,7,0
5.97,11.6,6.73,7,0
4.37,12.6,8.15,7,0
4.98,12.0,8.92,7,0
5.77,12.6,5.73,7,0
4.68,11.9,7.28,7,0
5.58,10.2,6.95,7,0
4.68,11.5,8.39,7,0
3.88,11.2,8.23,7,0
5.83,11.8,8.68,7,0
5.2,12.7,8.1,7,0
5.06,12.5,7.0,7,0
3.85,10.6,6.26,7,0
5.3,11.4,7.36,7,0
5.15,12.7,8.27,7,0
5.99,11.1,9.15,7,0
5.85,15.4,8.32,7,0
6.32,10.6,9.08,7,0
1.16,9.85,9.19,7,0
5.32,11.2,11.3,7,0
7.57,11.0,6.82,7,0
4.22,12.2,6.91,7,0
2.79,11.0,8.75,7,0
3.61,10.5,6.91,7,0
3.35,11.3,11.6,7,0
4.42,13.1,5.72,7,0
11.5,11.6,10.3,7,1
9.38,12.6,4.59,7,1
3.13,13.0,8.08,7,0
4.59,12.6,7.94,7,0
2.31,11.1,10.4,7,0
6.67,11.6,7.13,7,0
2.89,13.9,11.1,7,0
7.9,9.35,5.06,4,0
6.76,10.3,6.82,7,0
7.83,17.0,5.59,7,1
4.39,12.2,7.95,7,0
6.55,12.8,9.38,7,0
4.79,11.0,5.55,7,0
1.64,9.36,12.0,7,1
4.67,13.0,9.44,7,0
4.58,11.7,8.85,7,0
4.69,12.9,5.87,7,0
5.55,10.6,7.96,7,0
5.5,13.7,7.33,7,0
4.0,10.8,6.0,7,0
4.52,9.78,11.7,7,0
6.18,14.6,5.81,7,0
6.61,12.0,5.59,7,0
7.79,15.7,5.09,7,1
0.91,13.4,8.95,7,1
3.12,11.7,8.79,7,0
4.92,9.52,8.03,7,0
7.1,10.3,9.18,7,0
3.42,17.2,8.58,7,1
3.64,12.5,9.46,7,0
2.68,2.18,3.37,1,0
2.29,2.35,4.02,1,0
5.04,3.66,1.81,1,0
2.42,2.59,3.88,1,0
3.53,2.49,3.3,1,0
3.64,3.57,3.39,1,0
2.27,2.9,2.71,1,0
2.06,2.97,2.5,1,0
2.67,3.13,2.72,1,0
3.6,3.36,2.22,1,0
2.21,3.07,3.47,1,0
2.82,2.93,2.69,1,0
3.2,2.87,2.89,1,0
3.16,3.04,2.56,1,0
2.73,3.0,3.01,1,0
2.01,2.7,3.55,1,0
3.57,3.51,2.34,1,0
2.6,2.48,4.05,1,0
4.3,2.98,2.68,1,0
4.25,3.8,1.9,1,0
2.67,3.03,2.41,1,0
1.73,3.1,2.82,1,0
2.8,2.42,3.26,1,0
2.77,2.57,2.3,1,0
1.89,2.43,3.5,1,0
1.4,1.99,3.01,1,0
4.3,3.75,1.99,1,0
1.54,1.94,4.12,1,0
3.07,2.75,3.8,1,0
2.16,2.44,4.53,1,0
2.64,2.97,2.76,1,0
3.46,3.44,2.33,1,0
4.22,2.88,3.81,1,0
4.34,3.29,2.83,1,0
2.48,3.08,3.17,1,0
2.29,2.63,2.81,1,0
3.8,3.15,3.25,1,0
2.71,3.09,3.08,1,0
3.41,3.51,3.14,1,0
2.85,2.92,3.49,1,0
3.1,3.63,1.75,1,0
4.36,3.51,2.5,1,0
3.74,2.5,3.55,1,0
3.22,2.95,3.19,1,0
2.39,2.44,3.84,1,0
2.56,2.64,3.65,1,0
2.84,3.38,3.42,1,0
1.98,2.54,4.2,1,0
3.51,3.73,2.83,1,0
3.16,3.32,2.79,1,0
4.07,3.7,1.77,1,0
4.01,3.52,2.14,1,0
1.88,2.73,2.81,1,0
2.28,2.39,3.78,1,0
2.92,2.77,4.72,1,0
2.28,2.63,3.64,1,0
3.25,3.08,2.21,1,0
3.64,3.81,2.71,1,0
2.73,2.26,3.62,1,0
2.76,2.64,3.6,1,0
2.91,2.76,3.22,1,0
1.99,2.55,3.82,1,0
2.71,2.45,3.86,1,0
3.11,3.53,2.11,1,0
3.18,2.74,3.6,1,0
3.66,2.69,3.12,1,0
2.62,3.39,2.73,1,0
3.89,3.23,1.93,1,0
2.88,2.63,2.33,1,0
2.25,2.41,3.33,1,0
1.29,2.7,3.65,1,0
1.55,2.11,3.91,1,0
4.83,3.5,2.72,1,0
4.04,3.78,2.11,1,0
2.5,2.89,3.17,1,0
1.24,2.03,4.63,1,0
3.0,3.96,2.31,1,0
2.76,2.82,2.98,1,0
4.2,3.83,2.28,1,0
2.01,2.72,3.27,1,0
2.74,2.96,3.67,1,0
2.95,3.48,2.64,1,0
2.2,2.94,3.69,1,0
2.28,2.23,2.72,1,0
1.8,1.95,3.88,1,0
3.47,3.38,2.73,1,0
3.55,3.57,2.81,1,0
3.66,3.18,2.46,1,0
3.41,2.54,3.57,1,0
2.48,2.45,3.85,1,0
2.09,2.76,2.96,1,0
2.43,3.1,3.08,1,0
3.12,3.32,1.99,1,0
5.36,4.63,2.02,1,0
2.9,2.09,3.71,1,0
4.29,3.3,2.95,1,0
2.93,2.9,2.92,1,0
1.85,3.03,2.86,1,0
4.0,2.9,3.44,1,0
2.38,3.17,2.52,1,0
3.6,3.68,2.77,1,0
2.72,2.67,2.93,1,0
3.4,3.47,2.48,1,0
4.29,3.66,2.53,1,0
2.88,3.26,2.63,1,0
2.09,2.68,4.02,1,0
2.19,2.77,4.35,1,0
4.44,3.66,2.5,1,0
3.07,2.32,3.1,1,0
2.86,3.58,2.99,1,0
3.0,3.53,3.04,1,0
3.71,4.19,1.92,1,0
3.54,2.84,3.3,1,0
3.93,3.43,2.2,1,0
3.37,3.06,1.61,1,0
3.15,2.76,3.23,1,0
2.17,2.33,2.75,1,0
2.79,2.97,3.27,1,0
3.9,3.4,3.21,1,0
2.05,3.02,3.09,1,0
2.73,3.14,1.69,1,0
2.82,3.46,3.59,1,0
2.17,2.54,3.02,1,0
3.18,4.15,1.81,1,0
2.58,3.16,2.64,1,0
3.22,2.86,2.85,1,0
2.54,3.16,2.88,1,0
1.79,2.31,3.59,1,0
3.05,3.48,2.4,1,0
1.97,2.78,4.28,1,0
3.3,3.8,2.36,1,0
3.58,2.84,4.05,1,0
1.94,1.72,3.71,1,0
2.16,1.86,3.76,1,0
1.81,2.77,3.32,1,0
2.32,3.32,3.42,1,0
2.62,3.54,2.24,1,0
4.31,4.07,2.51,1,0
3.64,3.37,2.41,1,0
4.61,3.69,1.92,1,0
2.41,2.44,3.16,1,0
3.32,3.65,2.46,1,0
2.0,2.43,3.9,1,0
3.02,2.6,2.32,1,0
2.86,2.55,3.64,1,0
2.44,3.14,2.54,1,0
3.36,3.34,2.51,1,0
3.61,2.15,2.63,1,0
3.46,2.59,2.49,1,0
4.46,4.35,1.77,1,0
3.99,3.13,2.7,1,0
2.38,2.59,3.65,1,0
2.37,2.65,3.18,1,0
3.64,3.4,3.5,1,0
0.97,2.17,3.85,1,0
4.45,3.63,2.9,1,0
2.65,2.97,2.78,1,0
3.87,3.72,2.61,1,0
4.03,3.06,2.86,1,0
3.72,2.97,3.18,1,0
4.74,3.79,2.42,1,0
3.31,3.05,3.19,1,0
1.89,1.92,3.61,1,0
3.87,3.32,2.73,1,0
0.89,1.45,4.57,1,0
2.63,2.85,3.33,1,0
3.1,3.1,2.45,1,0
3.18,3.32,2.93,1,0
3.79,2.73,3.26,1,0
2.6,3.39,3.22,1,0
2.97,2.95,3.48,1,0
2.53,3.09,2.23,1,0
1.53,2.48,3.93,1,0
3.43,3.95,2.66,1,0
3.09,2.68,4.31,1,0
1.73,2.76,2.92,1,0
3.72,3.72,2.67,1,0
3.88,2.93,2.42,1,0
4.19,4.23,1.77,1,0
4.23,4.14,1.61,1,0
2.87,2.81,3.32,1,0
3.6,2.74,2.59,1,0
1.71,3.11,3.46,1,0
2.64,2.62,3.39,1,0
2.74,3.3,2.94,1,0
1.83,2.36,3.58,1,0
3.51,2.89,2.64,1,0
2.88,3.26,2.19,1,0
1.94,2.82,3.52,1,0
4.76,3.41,2.91,1,0
2.25,2.94,3.02,1,0
4.15,3.25,2.81,1,0
3.59,3.6,1.94,1,0
1.54,2.08,4.53,1,0
3.58,2.96,2.37,1,0
3.3,2.74,3.12,1,0
2.25,2.85,3.15,1,0
3.06,3.19,1.84,1,0
4.45,4.09,2.43,1,0
2.31,2.9,3.07,1,0
3.0,2.17,3.66,1,0
3.16,3.57,3.19,1,0
1.87,2.3,3.13,1,0
3.23,3.36,3.41,1,0
3.36,3.46,2.7,1,0
3.44,3.55,3.1,1,0
3.26,2.96,3.61,1,0
2.08,2.71,2.75,1,0
2.35,2.94,3.09,1,0
2.17,3.24,3.76,1,0
1.71,2.72,3.79,1,0
2.79,3.3,3.1,1,0
2.36,2.99,2.97,1,0
3.28,3.61,2.49,1,0
1.93,2.59,2.86,1,0
2.92,3.5,3.21,1,0
3.29,3.74,2.14,1,0
2.17,3.1,2.99,1,0
2.21,2.73,3.12,1,0
3.36,3.32,3.36,1,0
2.8,2.98,2.45,1,0
2.73,3.16,3.04,1,0
4.45,3.75,2.65,1,0
4.18,3.57,2.26,1,0
3.52,2.7,2.46,1,0
2.91,3.22,2.46,1,0
2.95,2.79,2.48,1,0
4.33,3.85,2.67,1,0
1.45,1.91,3.39,1,0
1.56,3.08,3.24,1,0
4.52,3.3,3.42,1,0
1.83,3.32,3.14,1,0
2.27,2.56,3.85,1,0
3.9,3.81,1.95,1,0
2.63,2.93,3.8,1,0
2.8,2.98,1.79,1,0
4.07,2.91,3.0,1,0
3.29,3.66,1.43,1,0
2.38,2.4,3.01,1,0
2.9,3.25,2.49,1,0
4.68,4.41,2.52,1,0
2.37,2.51,3.79,1,0
4.15,3.48,2.91,1,0
2.88,3.06,3.03,1,0
2.5,3.44,3.43,1,0
4.15,3.45,2.12,1,0
2.95,3.58,2.35,1,0
2.36,2.15,3.28,1,0
2.84,2.89,3.57,1,0
2.49,2.96,3.52,1,0
3.06,2.62,3.45,1,0
2.25,1.99,3.73,1,0
2.48,2.97,3.3,1,0
3.25,2.87,3.57,1,0
2.68,2.79,2.91,1,0
3.6,2.62,3.84,1,0
3.39,3.38,2.37,1,0
2.09,2.63,3.57,1,0
2.21,2.73,3.24,1,0
3.15,3.73,2.31,1,0
1.02,1.92,4.09,1,0
2.86,3.48,2.89,1,0
3.37,3.49,2.57,1,0
3.54,3.16,2.98,1,0
3.26,3.13,3.01,1,0
1.69,3.09,3.44,1,0
3.1,3.85,2.08,1,0
2.08,2.26,4.29,1,0
3.96,3.39,2.25,1,0
2.56,2.5,2.94,1,0
2.32,3.01,1.98,1,0
2.9,2.73,3.7,1,0
2.21,2.48,2.91,1,0
1.03,2.13,4.03,1,0
3.05,3.72,2.21,1,0
2.53,2.6,3.12,1,0
3.43,2.36,3.89,1,0
2.15,3.24,2.71,1,0
3.42,2.68,2.96,1,0
3.89,3.08,2.25,1,0
3.62,3.59,2.56,1,0
2.6,2.66,2.81,1,0
3.29,3.75,2.46,1,0
1.64,2.43,3.42,1,0
3.2,2.9,3.5,1,0
3.43,3.33,3.53,1,0
3.2,3.01,2.13,1,0
3.06,2.97,3.13,1,0
4.35,3.58,3.23,1,0
2.46,2.99,3.34,1,0
3.21,2.88,2.65,1,0
2.89,2.17,2.96,1,0
2.15,2.77,3.67,1,0
2.19,2.39,2.85,1,0
3.63,2.6,2.88,1,0
3.15,2.96,2.45,1,0
1.62,2.25,3.01,1,0
2.03,2.97,2.85,1,0
2.71,2.61,3.38,1,0
5.02,3.74,1.7,1,0
3.94,3.46,2.64,1,0
1.29,2.39,3.95,1,0
4.38,4.06,2.03,1,0
3.15,3.36,2.72,1,0
3.36,3.25,2.4,1,0
2.28,2.76,2.96,1,0
3.36,3.08,2.87,1,0
3.77,3.84,1.88,1,0
2.79,2.89,2.44,1,0
3.94,3.67,2.74,1,0
3.98,2.99,2.87,1,0
2.88,3.16,2.95,1,0
2.28,2.5,3.82,1,0
2.7,2.2,3.21,1,0
3.56,3.99,1.82,1,0
2.44,2.99,3.12,1,0
2.04,2.93,2.84,1,0
2.76,3.27,3.29,1,0
2.46,1.9,4.08,1,0
3.76,3.25,2.8,1,0
2.99,3.12,2.99,1,0
3.01,2.06,3.96,1,0
2.98,2.8,3.77,1,0
1.58,2.74,4.07,1,0
4.27,3.54,2.47,1,0
2.88,3.65,2.87,1,0
3.27,2.79,2.88,1,0
2.98,3.57,2.84,1,0
2.59,2.75,3.49,1,0
3.09,2.43,2.9,1,0
2.72,2.8,2.4,1,0
3.31,2.65,3.13,1,0
1.9,2.94,3.31,1,0
3.13,3.25,2.72,1,0
2.6,2.91,3.8,1,0
3.7,3.13,2.3,1,0
3.28,2.84,3.07,1,0
4.22,3.54,2.22,1,0
4.02,3.81,2.25,1,0
1.39,1.74,3.86,1,0
2.28,2.57,3.73,1,0
3.35,3.56,1.77,1,0
3.26,2.53,4.06,1,0
3.0,3.17,3.12,1,0
3.24,2.79,3.52,1,0
2.1,3.09,2.92,1,0
3.17,2.35,3.28,1,0
3.86,3.77,2.77,1,0
2.68,2.44,3.16,1,0
2.64,2.62,3.16,1,0
2.92,2.56,3.77,1,0
2.46,2.51,4.09,1,0
4.03,2.9,3.18,1,0
2.16,2.73,2.55,1,0
1.97,2.55,3.64,1,0
2.48,2.58,3.16,1,0
3.1,3.6,2.88,1,0
2.75,3.14,2.43,1,0
4.07,3.0,2.76,1,0
3.49,3.19,2.84,1,0
1.99,3.05,3.69,1,0
3.31,2.86,2.59,1,0
1.77,2.75,3.03,1,0
4.45,3.92,2.36,1,0
3.55,3.51,3.29,1,0
1.73,2.47,4.75,1,0
3.47,3.69,2.11,1,0
1.55,2.37,3.78,1,0
2.21,3.43,2.77,1,0
3.8,3.31,2.84,1,0
2.45,3.05,3.49,1,0
2.56,3.23,3.08,1,0
3.53,3.31,2.87,1,0
2.85,3.26,3.14,1,0
3.14,3.39,2.98,1,0
3.34,3.53,2.68,1,0
3.61,3.46,2.49,1,0
2.98,3.52,1.99,1,0
4.21,3.64,2.62,1,0
2.71,2.79,3.58,1,0
1.46,2.06,3.99,1,0
4.46,3.59,3.03,1,0
2.53,2.89,3.45,1,0
2.66,2.78,3.74,1,0
1.93,2.64,3.74,1,0
3.36,3.04,2.4,1,0
3.82,3.04,3.07,1,0
3.05,3.37,3.08,1,0
2.61,3.31,2.58,1,0
3.11,2.59,3.29,1,0
2.4,2.54,3.72,1,0
2.81,2.81,3.21,1,0
3.07,2.89,3.46,1,0
3.6,3.55,1.26,1,0
2.31,2.92,3.39,1,0
2.56,2.13,3.48,1,0
4.16,3.46,2.73,1,0
4.51,3.7,2.29,1,0
3.06,2.48,3.21,1,0
3.96,3.89,2.76,1,0
1.44,2.54,3.21,1,0
3.38,3.17,1.8,1,0
2.68,2.59,3.86,1,0
3.12,3.1,3.27,1,0
2.22,2.77,3.29,1,0
1.9,2.18,4.37,1,0
2.32,3.01,2.74,1,0
3.23,3.38,1.84,1,0
2.07,2.52,3.66,1,0
1.49,2.56,4.43,1,0
1.59,2.49,3.59,1,0
2.91,3.19,2.56,1,0
3.19,3.0,2.98,1,0
2.05,2.56,4.25,1,0
5.22,3.73,2.75,1,0
2.64,3.01,2.36,1,0
3.09,3.06,3.12,1,0
2.15,2.65,3.97,1,0
2.91,3.13,3.36,1,0
2.25,2.79,3.48,1,0
1.18,2.67,3.93,1,0
2.35,3.29,2.93,1,0
2.55,2.41,3.45,1,0
3.48,2.94,3.58,1,0
4.2,3.17,2.76,1,0
3.25,3.04,2.66,1,0
3.44,3.14,2.81,1,0
3.14,2.77,3.38,1,0
2.73,2.89,3.36,1,0
2.63,2.97,2.15,1,0
3.07,3.19,2.51,1,0
2.72,2.34,3.01,1,0
2.59,2.79,3.6,1,0
3.97,3.36,2.6,1,0
3.2,3.31,3.13,1,0
3.99,3.82,2.21,1,0
4.3,2.66,3.15,1,0
2.45,3.4,2.08,1,0
3.36,3.06,2.82,1,0
4.14,3.65,1.52,1,0
1.97,2.21,3.6,1,0
1.87,2.44,4.09,1,0
2.9,2.95,2.91,1,0
2.15,1.93,4.31,1,0
2.48,3.05,3.4,1,0
3.14,3.22,2.47,1,0
2.04,2.57,2.93,1,0
2.8,3.35,3.98,1,0
3.42,3.02,3.2,1,0
3.36,2.69,2.62,1,0
2.37,2.79,3.54,1,0
1.65,2.79,4.15,1,0
3.12,3.32,2.12,1,0
3.18,3.13,3.22,1,0
3.86,3.51,1.89,1,0
3.04,2.77,3.56,1,0
1.89,2.85,3.82,1,0
4.03,2.83,3.12,1,0
2.76,2.72,3.35,1,0
3.67,3.05,1.92,1,0
4.24,2.54,3.22,1,0
4.41,3.5,2.3,1,0
3.3,3.73,2.89,1,0
3.52,3.85,1.81,1,0
3.33,3.45,2.06,1,0
3.21,3.31,3.37,1,0
3.62,3.34,3.04,1,0
3.07,2.96,2.84,1,0
3.83,3.37,2.35,1,0
3.15,3.59,2.8,1,0
3.95,3.86,1.41,1,0
1.39,2.84,3.44,1,0
3.6,3.17,2.45,1,0
4.14,4.09,2.61,1,0
1.23,2.45,3.45,1,0
2.83,2.7,3.12,1,0
3.71,3.45,2.23,1,0
1.69,2.45,3.61,1,0
3.04,3.06,2.41,1,0
2.47,2.28,3.35,1,0
3.75,3.62,2.27,1,0
2.54,2.89,3.17,1,0
3.92,3.64,3.78,1,0
2.65,3.11,3.58,1,0
2.07,2.41,3.24,1,0
2.22,2.18,3.26,1,0
3.21,3.38,2.6,1,0
2.19,2.42,3.62,1,0
4.45,3.76,2.11,1,0
4.67,3.35,2.6,1,0
3.12,3.41,2.76,1,0
4.53,3.66,2.14,1,0
1.79,2.59,4.08,1,0
1.58,2.3,3.92,1,0
2.82,3.93,1.97,1,0
4.53,3.73,2.68,1,0
4.89,3.4,2.99,1,0
4.52,2.86,3.04,1,0
2.37,2.64,2.85,1,0
2.95,3.14,3.22,1,0
2.71,3.37,2.87,1,0
3.45,3.0,2.25,1,0
2.85,2.84,3.84,1,0
3.3,3.27,2.28,1,0
2.08,2.39,3.85,1,0
3.0,3.01,3.06,1,0
3.41,3.73,3.73,1,0
4.57,3.51,3.02,1,0
2.52,1.89,4.34,1,0
2.96,2.47,2.84,1,0
3.24,3.35,2.79,1,0
3.01,3.16,3.29,1,0
3.92,2.89,2.91,1,0
3.35,3.65,2.81,1,0
3.49,3.74,3.02,1,0
3.67,3.21,3.11,1,0
1.34,1.84,3.47,1,0
3.27,3.57,2.87,1,0
4.74,3.23,3.73,1,1
2.27,3.01,3.19,1,0
2.95,2.77,2.76,1,0
2.89,3.74,1.76,1,0
3.79,3.65,1.9,1,0
3.03,3.75,2.19,1,0
3.34,3.28,3.65,1,0
2.6,3.31,2.94,1,0
2.71,2.71,2.56,1,0
1.39,2.45,3.98,1,0
4.13,3.13,2.94,1,0
2.45,2.77,2.78,1,0
3.07,3.09,3.11,1,0
3.16,2.86,2.43,1,0
1.77,3.09,3.66,1,0
2.86,3.07,2.38,1,0
4.35,3.1,3.24,1,0
3.13,2.95,2.93,1,0
1.56,2.51,4.1,1,0
3.93,3.23,2.9,1,0
3.6,3.44,2.15,1,0
2.73,3.5,2.17,1,0
2.24,2.37,3.47,1,0
3.77,3.42,2.59,1,0
3.4,2.91,3.29,1,0
3.03,4.19,3.07,1,0
2.81,2.78,3.05,1,0
2.83,2.5,3.44,1,0
2.07,2.56,3.38,1,0
1.81,1.81,4.14,1,0
4.41,3.57,3.23,1,0
3.49,4.03,3.21,1,0
4.36,3.96,2.72,1,0
3.0,3.19,3.21,1,0
1.91,3.26,3.22,1,0
3.76,3.07,3.49,1,0
2.19,2.68,3.6,1,0
2.22,2.12,3.45,1,0
2.38,2.94,3.53,1,0
3.1,3.02,3.84,1,0
2.21,2.42,3.64,1,0
3.39,3.48,2.18,1,0
3.62,3.98,1.9,1,0
3.86,3.05,2.08,1,0
1.79,2.55,3.5,1,0
2.8,3.28,2.31,1,0
2.49,3.43,2.8,1,0
3.56,2.82,3.39,1,0
4.45,3.98,1.98,1,0
3.92,2.68,2.75,1,0
2.75,2.91,4.05,1,0
2.65,2.87,3.62,1,0
3.18,3.3,2.51,1,0
2.2,2.09,3.11,1,0
2.87,2.72,3.94,1,0
3.27,3.69,2.29,1,0
2.78,2.78,2.88,1,0
4.21,3.76,3.01,1,0
3.61,3.68,2.93,1,0
2.42,2.1,3.69,1,0
3.05,3.0,3.57,1,0
2.72,3.0,3.32,1,0
3.57,2.73,3.42,1,0
2.05,2.16,3.71,1,0
2.25,1.91,4.07,1,0
3.01,3.47,2.55,1,0
2.27,2.4,3.37,1,0
4.2,4.38,1.69,1,0
3.33,2.88,2.06,1,0
2.32,2.52,3.14,1,0
2.97,2.81,2.94,1,0
2.03,2.12,4.68,1,0
2.89,3.17,3.05,1,0
2.69,3.36,2.82,1,0
3.66,2.81,2.96,1,0
1.41,2.33,3.93,1,0
3.19,3.86,2.14,1,0
3.37,3.69,3.04,1,0
1.21,2.33,4.27,1,0
2.99,2.72,2.98,1,0
4.37,2.68,4.12,1,1
2.63,2.18,3.31,1,0
3.36,3.63,1.64,1,0
3.6,3.39,3.03,1,0
2.42,3.32,2.67,1,0
2.24,2.59,3.45,1,0
1.78,1.5,4.69,1,0
3.8,3.26,3.09,1,0
2.08,2.44,3.71,1,0
2.75,2.09,4.24,1,0
2.07,2.08,4.38,1,0
1.61,2.93,3.42,1,0
1.2,1.81,4.65,1,0
2.13,2.67,3.06,1,0
3.33,2.44,3.38,1,0
3.01,2.91,3.18,1,0
3.01,3.09,2.36,1,0
2.45,2.76,2.92,1,0
3.4,3.7,1.87,1,0
1.82,2.58,3.56,1,0
1.92,2.56,3.95,1,0
1.69,2.86,3.39,1,0
2.54,2.79,3.19,1,0
2.71,3.27,2.99,1,0
2.02,2.31,4.23,1,0
2.82,2.69,3.04,1,0
3.25,3.2,3.44,1,0
1.8,2.74,2.99,1,0
2.42,3.16,2.21,1,0
1.94,2.81,3.29,1,0
2.1,2.34,3.47,1,0
3.26,3.04,2.28,1,0
0.62,1.75,5.17,1,0
1.9,2.47,3.98,1,0
2.56,2.0,3.47,1,0
1.89,2.54,3.53,1,0
1.9,2.92,2.64,1,0
2.79,2.84,3.62,1,0
3.48,2.78,3.51,1,0
4.11,2.85,2.88,1,0
2.36,2.86,2.83,1,0
3.82,2.98,3.36,1,0
1.66,2.88,4.08,1,0
3.44,2.76,3.21,1,0
3.54,3.57,2.14,1,0
2.47,2.71,3.57,1,0
2.17,2.56,3.41,1,0
2.94,2.66,3.16,1,0
4.21,3.4,2.62,1,0
2.97,2.99,3.98,1,0
3.7,2.61,2.62,1,0
4.17,3.14,2.72,1,0
3.05,2.91,3.07,1,0
2.17,2.02,4.3,1,0
